#{"env_id": "RegularMiniPacmanNoFrameskip-v0", "t_start": 1526847323.2000895}
r,l,t
1.0,16,476.907336
49.0,158,490.635599
1.0,20,490.662709
8.0,54,495.305371
24.0,78,500.430717
4.0,12,500.935659
21.0,94,506.573242
1.0,26,506.876967
18.0,108,515.112214
1.0,14,515.122674
3.0,20,515.831763
1.0,24,515.852575
6.0,23,517.702921
12.0,73,523.370514
9.0,43,526.465086
27.0,154,538.825288
8.0,23,539.61693
51.0,140,550.878571
54.0,95,558.108694
14.0,75,562.074489
1.0,21,562.460199
15.0,47,566.319607
16.0,41,569.803613
26.0,89,575.723845
3.0,14,576.097633
5.0,33,576.971203
18.0,78,582.961503
5.0,56,585.228338
19.0,46,588.538688
14.0,76,592.442637
21.0,93,599.201514
22.0,59,603.044202
1.0,22,603.373202
21.0,77,608.569932
23.0,45,611.760064
14.0,43,614.363968
3.0,24,614.697867
11.0,49,617.976354
14.0,48,621.153397
2.0,26,621.459915
11.0,26,623.14345
25.0,59,627.353671
2.0,28,629.048652
31.0,146,640.719392
24.0,46,644.563518
32.0,72,650.165001
31.0,99,656.270558
1.0,19,656.284979
17.0,44,659.722572
3.0,29,660.487139
8.0,51,664.344264
39.0,81,670.680772
38.0,140,680.465044
10.0,55,685.113086
6.0,38,686.448459
1.0,15,686.461056
10.0,60,690.335285
4.0,32,690.684898
6.0,46,694.193709
33.0,145,705.735593
18.0,89,711.547112
15.0,56,715.516047
11.0,33,716.813053
4.0,20,717.743099
25.0,82,724.317397
7.0,20,724.862628
1.0,22,725.157498
30.0,95,731.192199
61.0,192,746.698436
37.0,83,752.338152
6.0,88,759.514962
5.0,45,761.336883
23.0,75,766.29838
1.0,31,766.682811
19.0,24,768.461411
10.0,30,770.591869
6.0,49,773.03944
12.0,24,773.934537
21.0,45,777.672269
5.0,67,780.675419
37.0,143,790.549089
3.0,33,792.623855
29.0,124,801.653156
1.0,65,806.330665
10.0,42,808.496598
13.0,30,810.870255
6.0,14,811.449163
13.0,42,813.505789
1.0,9,813.514939
54.0,212,830.263462
6.0,31,832.219515
7.0,45,833.619201
24.0,101,839.540044
32.0,83,845.048755
36.0,95,850.614172
12.0,77,855.659359
18.0,55,860.194211
33.0,100,868.516671
37.0,126,877.356395
1.0,17,877.372121
7.0,39,879.917934
20.0,54,882.570552
20.0,73,888.557118
4.0,29,889.371084
13.0,31,891.526783
14.0,42,893.701067
2.0,21,894.072538
8.0,50,897.428354
34.0,128,906.947256
2.0,32,907.327843
9.0,30,909.100446
10.0,63,912.712831
14.0,57,916.432175
8.0,11,917.250475
27.0,82,924.157096
7.0,39,927.129987
1.0,26,927.149099
10.0,19,928.49182
24.0,46,931.484378
17.0,69,936.463269
4.0,67,940.926642
72.0,155,954.018606
10.0,47,955.831599
8.0,28,957.489747
1.0,24,958.018785
7.0,30,958.761948
26.0,68,963.573167
5.0,27,964.77485
15.0,40,966.888104
10.0,178,981.209488
18.0,52,984.221355
16.0,39,987.106157
111.0,3000,1247.510063
11.0,26,1248.398631
8.0,15,1249.126271
7.0,64,1252.093197
19.0,48,1256.082314
17.0,116,1264.600216
6.0,45,1268.43193
22.0,125,1278.118637
32.0,104,1285.291488
1.0,27,1285.478493
20.0,35,1287.986738
25.0,67,1292.741266
4.0,34,1293.234065
9.0,26,1294.926109
3.0,31,1296.172802
25.0,63,1299.21538
22.0,73,1305.249072
26.0,94,1311.862338
7.0,51,1314.790642
1.0,22,1314.810602
32.0,76,1320.756951
2.0,50,1325.009083
27.0,57,1329.488249
1.0,26,1329.786224
22.0,90,1336.812689
1.0,27,1336.832533
25.0,53,1341.052277
10.0,45,1343.246609
54.0,163,1355.951973
2.0,30,1356.216136
1.0,13,1356.226995
1.0,36,1358.458153
10.0,43,1361.597914
1.0,29,1361.623276
4.0,22,1363.476389
7.0,79,1368.963628
10.0,84,1373.780596
42.0,163,1385.465355
3.0,28,1385.891418
4.0,28,1387.288725
11.0,32,1389.938199
1.0,26,1389.956791
22.0,83,1396.926836
12.0,23,1398.660779
44.0,161,1410.714632
24.0,91,1418.541685
18.0,45,1421.897097
24.0,65,1425.482488
15.0,62,1428.510951
25.0,83,1435.095785
35.0,154,1446.807117
29.0,98,1453.823997
30.0,57,1457.688032
26.0,131,1467.286127
8.0,119,1476.962711
21.0,73,1482.253312
16.0,39,1484.779227
50.0,149,1495.759284
49.0,114,1504.388428
15.0,33,1506.957786
36.0,115,1515.200854
15.0,39,1518.7922
30.0,79,1524.13481
25.0,66,1528.777374
12.0,33,1530.900269
17.0,48,1534.872915
14.0,74,1540.098258
27.0,73,1544.434767
1.0,16,1544.462833
10.0,38,1547.770227
39.0,149,1558.324119
1.0,15,1558.336281
18.0,88,1565.637136
14.0,54,1569.499559
3.0,18,1570.365682
13.0,62,1574.284343
1.0,21,1574.302149
109.0,3000,1833.59389
7.0,16,1834.426229
3.0,15,1835.642414
4.0,16,1836.502008
28.0,117,1844.9493
7.0,32,1845.497485
9.0,29,1846.811645
3.0,47,1848.530151
9.0,49,1851.028408
7.0,22,1851.941389
5.0,40,1853.878387
14.0,32,1855.844146
6.0,39,1857.223509
19.0,74,1861.532158
2.0,16,1861.589929
17.0,32,1864.091755
22.0,83,1869.109736
35.0,90,1874.81389
4.0,22,1874.962697
4.0,28,1875.807999
4.0,57,1879.320245
7.0,44,1882.482383
11.0,20,1884.182886
4.0,58,1888.469384
21.0,68,1892.516582
13.0,76,1897.831457
5.0,42,1899.16344
17.0,84,1904.789428
1.0,30,1905.954792
28.0,76,1910.582486
3.0,16,1911.471908
34.0,111,1918.832856
3.0,17,1919.247269
9.0,39,1920.956143
2.0,19,1921.399543
9.0,28,1922.673994
49.0,124,1931.95796
43.0,106,1938.572465
25.0,68,1942.842003
3.0,18,1943.397962
45.0,86,1950.429321
24.0,83,1956.258028
13.0,84,1961.866153
34.0,45,1965.759831
15.0,45,1969.217921
6.0,32,1970.526755
18.0,46,1972.669393
41.0,104,1980.520704
12.0,21,1981.876848
23.0,57,1985.196297
1.0,17,1985.212174
16.0,34,1987.035322
8.0,35,1989.583925
17.0,68,1993.938749
1.0,16,1993.952353
31.0,51,1997.54736
15.0,68,2001.351739
3.0,20,2002.241623
13.0,47,2006.092238
5.0,30,2007.019962
8.0,81,2012.104203
10.0,48,2014.201256
2.0,13,2014.25888
28.0,107,2021.225194
30.0,79,2028.069401
13.0,106,2035.714322
17.0,79,2039.745465
71.0,238,2059.863747
49.0,83,2067.066721
9.0,27,2068.465574
7.0,20,2069.120002
13.0,57,2072.127732
56.0,108,2080.97484
16.0,52,2084.128291
7.0,25,2084.749198
4.0,27,2086.515272
6.0,39,2087.356905
14.0,41,2090.00756
21.0,96,2097.148492
20.0,88,2102.676196
1.0,49,2104.361705
6.0,39,2105.309584
8.0,33,2106.653759
1.0,19,2106.668372
42.0,126,2116.845854
1.0,13,2116.856096
13.0,22,2118.60495
23.0,68,2123.360191
40.0,109,2131.566661
9.0,22,2132.402456
5.0,31,2132.929597
16.0,50,2135.921628
11.0,17,2137.260815
1.0,23,2137.280096
16.0,43,2140.971816
2.0,24,2141.027822
1.0,8,2141.037328
1.0,30,2142.404356
2.0,33,2142.789588
6.0,41,2144.053451
17.0,35,2146.182206
27.0,73,2150.965001
17.0,109,2157.949873
16.0,72,2161.935145
28.0,114,2169.659778
61.0,192,2185.028494
25.0,60,2188.047136
34.0,89,2195.152315
44.0,119,2204.777969
29.0,90,2209.916098
30.0,62,2214.394602
27.0,102,2220.789405
12.0,76,2225.766143
15.0,69,2231.103929
29.0,49,2235.014371
17.0,211,2252.9903
35.0,94,2260.114799
10.0,48,2262.017357
18.0,48,2265.108547
14.0,46,2268.782358
23.0,142,2279.110593
14.0,110,2288.567893
4.0,21,2289.094196
36.0,110,2297.403615
9.0,39,2299.631417
14.0,35,2301.801097
21.0,37,2304.351162
32.0,128,2313.875799
56.0,92,2320.765384
13.0,34,2322.171868
25.0,50,2325.600721
58.0,156,2337.226309
18.0,117,2347.314097
4.0,25,2347.796394
5.0,24,2348.360417
22.0,69,2352.508468
12.0,34,2354.765926
1.0,22,2354.787327
36.0,98,2363.028982
10.0,41,2365.552291
17.0,95,2371.331864
15.0,49,2375.313673
20.0,75,2380.527511
18.0,55,2384.011105
2.0,25,2384.071429
13.0,33,2385.4163
12.0,44,2387.662775
74.0,251,2408.583294
2.0,14,2408.636672
23.0,73,2414.845608
41.0,122,2424.466403
5.0,35,2426.092674
4.0,36,2429.105906
22.0,36,2431.866805
68.0,135,2442.941317
44.0,134,2453.369346
4.0,53,2455.492485
30.0,79,2461.947267
52.0,121,2471.165123
1.0,17,2471.18369
51.0,100,2479.806194
24.0,52,2482.534991
30.0,68,2486.532225
16.0,60,2490.64997
36.0,86,2495.935422
26.0,131,2505.189374
40.0,87,2512.362608
4.0,33,2512.884266
13.0,26,2514.256518
13.0,44,2517.681289
65.0,161,2528.82524
8.0,24,2530.067479
8.0,58,2532.592133
15.0,51,2535.66116
49.0,112,2544.038936
1.0,26,2544.066173
94.0,3000,2801.887345
32.0,71,2805.51147
2.0,16,2805.558531
5.0,45,2808.035244
51.0,148,2820.84261
52.0,97,2828.498336
52.0,93,2834.227896
42.0,84,2839.426041
57.0,121,2847.984656
7.0,46,2850.584137
5.0,36,2851.147111
1.0,15,2851.20473
71.0,245,2870.975061
18.0,85,2877.087507
65.0,112,2885.569586
54.0,122,2893.61402
14.0,37,2895.728625
9.0,37,2897.489359
60.0,108,2906.29312
70.0,156,2919.537829
7.0,37,2920.082732
5.0,33,2920.960822
39.0,88,2928.006442
141.0,3000,3183.637779
5.0,27,3184.513157
1.0,21,3184.533212
6.0,11,3184.936814
75.0,139,3195.140538
134.0,3000,3454.434992
64.0,99,3460.808989
1.0,26,3460.828709
23.0,30,3463.023157
58.0,106,3469.966669
1.0,15,3469.980469
23.0,33,3472.030844
67.0,167,3485.78363
11.0,42,3487.018622
66.0,98,3495.049078
1.0,24,3495.068779
74.0,156,3508.34637
59.0,104,3516.172838
5.0,36,3516.881267
11.0,31,3518.267853
13.0,48,3520.273496
25.0,56,3522.868884
40.0,64,3526.714959
51.0,102,3533.9701
50.0,80,3539.757906
64.0,193,3556.0783
73.0,132,3566.085996
17.0,35,3567.555969
54.0,143,3577.567973
55.0,91,3583.955621
6.0,8,3584.364522
12.0,31,3585.290629
14.0,17,3586.441764
6.0,14,3587.318487
25.0,34,3589.436946
54.0,94,3597.614399
48.0,146,3608.804381
2.0,24,3609.065725
29.0,62,3613.445959
1.0,10,3613.459768
71.0,128,3622.999748
59.0,89,3628.087024
31.0,80,3633.603389
5.0,57,3636.382367
60.0,128,3644.817671
32.0,75,3650.333335
47.0,59,3655.117163
9.0,32,3655.971972
33.0,71,3660.668025
1.0,28,3660.688349
57.0,105,3669.456098
28.0,65,3674.058261
6.0,29,3674.474916
11.0,18,3675.291575
13.0,31,3677.150329
53.0,86,3683.482367
21.0,44,3685.445979
18.0,23,3686.818644
7.0,30,3687.738146
1.0,19,3687.756074
39.0,46,3691.012352
6.0,29,3693.25292
54.0,74,3699.060048
2.0,33,3699.642465
60.0,84,3706.245988
3.0,18,3706.700053
1.0,19,3706.721523
15.0,42,3710.054921
17.0,39,3711.403669
71.0,163,3724.927063
40.0,44,3728.439484
62.0,227,3745.664407
8.0,33,3746.490114
20.0,54,3750.209191
29.0,57,3752.745546
15.0,34,3755.295437
7.0,30,3755.845139
15.0,55,3759.217063
7.0,35,3760.416837
1.0,27,3760.477303
50.0,58,3765.246152
4.0,21,3765.769647
16.0,39,3767.373055
53.0,56,3771.747513
1.0,24,3771.806684
1.0,16,3771.818694
57.0,96,3778.960275
11.0,36,3781.188881
59.0,211,3797.857758
38.0,105,3805.367534
62.0,122,3813.486704
1.0,19,3813.509178
54.0,76,3819.051859
69.0,101,3825.849426
1.0,13,3825.860548
16.0,19,3827.182682
61.0,163,3838.897028
36.0,54,3841.969915
31.0,62,3845.035791
134.0,3000,4100.306602
12.0,48,4102.421909
82.0,144,4112.994362
142.0,3000,4367.853612
83.0,195,4382.663867
63.0,94,4389.627314
67.0,102,4397.139018
4.0,33,4397.322277
69.0,94,4405.71918
81.0,153,4418.981203
95.0,233,4437.412603
72.0,115,4446.394038
4.0,47,4448.017814
1.0,9,4448.025222
68.0,88,4455.370748
1.0,15,4455.383643
12.0,17,4456.452404
45.0,52,4460.870226
47.0,81,4466.480969
202.0,1604,4603.578632
25.0,26,4605.628018
105.0,222,4623.190008
61.0,80,4630.08269
52.0,72,4634.680414
30.0,54,4637.770062
57.0,102,4644.120981
56.0,82,4650.195986
14.0,25,4651.450546
56.0,98,4659.482972
56.0,59,4664.314427
50.0,126,4673.562169
5.0,30,4673.94806
75.0,161,4686.519629
53.0,89,4693.054493
89.0,154,4706.107245
19.0,50,4709.136977
82.0,134,4719.909734
4.0,23,4720.24717
12.0,14,4721.182445
89.0,171,4735.146098
1.0,17,4735.160098
76.0,160,4748.624712
50.0,58,4753.680735
92.0,246,4773.960211
90.0,136,4785.31286
1.0,26,4785.336153
25.0,27,4787.438286
57.0,88,4795.179552
58.0,151,4807.196789
24.0,79,4811.552471
69.0,94,4818.65692
92.0,110,4827.194046
3.0,24,4827.566602
60.0,197,4843.271784
15.0,45,4846.486233
26.0,57,4851.121673
62.0,107,4858.320292
87.0,156,4870.34542
18.0,32,4872.131229
3.0,9,4872.426986
69.0,96,4880.660184
6.0,11,4881.155566
140.0,3000,5139.967685
88.0,157,5150.90208
71.0,99,5157.685316
34.0,35,5160.469742
68.0,104,5166.909944
4.0,34,5168.194121
58.0,67,5173.724641
101.0,175,5187.919146
1.0,28,5187.941308
35.0,42,5191.689791
13.0,39,5193.848684
33.0,74,5199.193426
67.0,158,5211.390892
87.0,154,5223.457466
6.0,30,5224.543414
20.0,65,5227.712369
110.0,205,5244.486672
79.0,127,5255.079314
1.0,20,5255.101285
75.0,115,5264.970012
15.0,28,5266.698045
13.0,60,5271.313238
65.0,146,5282.030864
61.0,90,5287.451658
55.0,62,5292.10457
92.0,134,5302.939763
3.0,19,5303.238743
1.0,24,5303.305009
108.0,174,5316.617257
84.0,147,5329.012803
43.0,68,5334.335427
79.0,149,5345.867889
24.0,48,5349.615651
141.0,3000,5610.690121
118.0,194,5627.861927
113.0,262,5653.615908
74.0,94,5661.495447
106.0,159,5676.319657
8.0,20,5677.565147
79.0,117,5686.95469
67.0,80,5694.374332
5.0,22,5694.970287
141.0,3000,5995.194745
84.0,145,6009.138117
111.0,176,6025.277705
12.0,25,6026.307832
67.0,83,6034.579064
10.0,32,6036.568931
48.0,81,6041.607322
17.0,23,6043.102997
103.0,155,6056.070353
78.0,157,6069.187298
49.0,96,6076.179688
65.0,221,6096.027945
77.0,115,6106.308019
133.0,3000,6411.596524
10.0,22,6412.561918
70.0,109,6421.829651
69.0,88,6429.028307
6.0,33,6429.956532
98.0,160,6444.978952
99.0,121,6456.38032
141.0,3000,6757.098591
96.0,192,6775.683689
69.0,108,6786.151386
111.0,178,6802.20957
1.0,24,6802.232948
80.0,111,6813.209589
6.0,20,6814.059088
31.0,38,6817.056988
22.0,25,6819.092145
80.0,112,6827.85117
85.0,111,6837.734203
106.0,181,6855.298224
1.0,15,6855.313432
118.0,370,6892.442553
120.0,308,6921.391809
61.0,74,6927.060493
13.0,15,6928.405057
101.0,139,6939.578465
79.0,134,6951.653522
86.0,108,6961.312865
62.0,93,6969.396356
65.0,73,6976.506581
108.0,165,6992.510672
63.0,90,7001.441917
67.0,70,7008.087734
8.0,26,7008.929727
8.0,27,7009.589027
1.0,23,7009.609076
15.0,20,7011.017501
76.0,145,7024.410977
114.0,161,7040.617383
55.0,106,7049.290225
92.0,105,7059.20452
82.0,85,7067.595445
94.0,162,7080.996678
2.0,20,7081.054752
106.0,168,7096.976256
108.0,186,7114.082531
10.0,10,7115.063813
94.0,129,7127.402225
146.0,3000,7426.815462
103.0,203,7445.840033
19.0,44,7447.724017
71.0,86,7454.680872
1.0,24,7454.702965
23.0,24,7456.84875
2.0,19,7456.904265
118.0,254,7480.942731
1.0,26,7481.029709
1.0,15,7481.042498
46.0,44,7485.749015
30.0,44,7489.274188
74.0,93,7496.492428
82.0,112,7506.71935
1.0,20,7506.740947
86.0,118,7518.178854
2.0,32,7520.187284
126.0,314,7546.826483
122.0,263,7566.415833
29.0,46,7569.425509
13.0,20,7570.767285
82.0,98,7578.067344
12.0,41,7579.193485
275.0,1563,7711.042582
96.0,131,7721.959368
62.0,78,7727.597696
107.0,168,7740.26486
46.0,71,7745.353964
1.0,24,7745.371586
74.0,92,7753.614238
82.0,94,7760.479661
63.0,63,7765.674753
140.0,3000,8019.46179
25.0,29,8021.571631
69.0,75,8027.487462
8.0,23,8028.229368
63.0,92,8033.60191
117.0,185,8046.822408
62.0,85,8052.124485
78.0,111,8058.966813
1.0,15,8058.980827
83.0,103,8066.464139
124.0,230,8085.297214
27.0,30,8088.057853
84.0,113,8096.17685
56.0,77,8101.536615
104.0,149,8112.912709
93.0,125,8122.59929
57.0,71,8127.353119
10.0,37,8128.142335
62.0,63,8133.329156
127.0,317,8159.470299
5.0,29,8159.649714
91.0,123,8169.886601
72.0,86,8177.068812
2.0,27,8177.130634
27.0,40,8179.697171
10.0,19,8180.515362
49.0,69,8185.06636
1.0,17,8185.084218
112.0,238,8204.845644
122.0,215,8221.049106
111.0,182,8234.955674
144.0,3000,8486.452881
108.0,167,8498.321905
117.0,172,8512.231128
13.0,36,8513.149496
54.0,75,8517.993701
111.0,176,8532.190754
108.0,164,8543.44614
110.0,143,8555.382966
116.0,196,8572.121556
108.0,150,8584.09945
119.0,206,8599.691701
82.0,105,8606.792081
48.0,50,8610.689732
25.0,34,8612.805346
3.0,23,8612.917246
95.0,120,8622.321548
122.0,203,8638.91939
105.0,150,8649.834621
115.0,179,8664.993985
103.0,140,8675.709195
121.0,192,8691.255923
19.0,24,8692.798369
119.0,292,8715.268726
89.0,121,8723.417205
58.0,69,8728.149929
1.0,9,8728.158833
122.0,240,8747.796704
1.0,15,8747.811647
109.0,128,8758.474803
62.0,66,8763.450593
59.0,65,8768.804435
143.0,3000,9018.750896
5.0,23,9019.133994
30.0,52,9021.387338
85.0,101,9029.498209
289.0,3000,9284.678303
19.0,45,9286.030214
105.0,180,9299.243947
142.0,3000,9553.319222
31.0,31,9555.807124
1.0,23,9555.825025
26.0,26,9557.893854
109.0,196,9574.056006
2.0,31,9574.316427
10.0,18,9574.896256
84.0,118,9583.055973
1.0,21,9583.073936
82.0,90,9589.847047
86.0,102,9597.831986
107.0,130,9608.550475
56.0,89,9615.073418
111.0,135,9625.388286
24.0,37,9627.222285
87.0,146,9637.291951
1.0,24,9637.31303
115.0,204,9654.012853
71.0,84,9660.49808
2.0,21,9660.635112
113.0,204,9676.096364
146.0,3000,9932.234862
122.0,202,9948.792435
3.0,32,9949.107891
124.0,188,9963.995991
109.0,168,9977.116142
1.0,19,9977.134788
34.0,53,9981.069515
110.0,196,9995.350461
106.0,144,10007.603141
122.0,179,10022.097111
130.0,212,10040.270129
131.0,245,10059.960992
131.0,252,10079.54563
97.0,133,10091.638146
31.0,53,10094.91591
82.0,130,10106.54235
102.0,171,10121.982058
119.0,171,10137.1878
119.0,188,10152.652337
98.0,141,10164.419726
61.0,85,10170.263569
18.0,23,10171.730561
105.0,130,10181.913409
67.0,91,10188.671852
14.0,43,10191.800596
22.0,53,10194.519332
52.0,84,10200.790787
102.0,108,10209.886713
134.0,260,10230.424519
137.0,378,10261.363849
135.0,320,10288.907731
1.0,23,10288.930419
52.0,53,10293.341367
121.0,244,10313.196208
128.0,214,10331.302608
19.0,47,10332.742037
21.0,43,10335.51327
40.0,67,10338.878438
29.0,46,10341.323205
91.0,96,10349.61258
16.0,44,10351.783351
121.0,183,10366.165212
120.0,146,10378.168331
60.0,78,10384.39262
210.0,1376,10504.227233
13.0,28,10505.178565
21.0,46,10508.47465
133.0,269,10531.505773
135.0,299,10556.920375
23.0,47,10559.145593
130.0,221,10577.890468
22.0,32,10580.082158
127.0,255,10600.173258
12.0,25,10601.144792
107.0,162,10614.923888
88.0,104,10623.073241
27.0,28,10625.248845
6.0,21,10625.673204
115.0,185,10641.338416
94.0,120,10649.737845
9.0,29,10650.292848
14.0,19,10651.478372
48.0,58,10655.338727
86.0,116,10664.412093
65.0,70,10670.333006
133.0,176,10685.299204
133.0,222,10704.502638
1.0,26,10704.521234
133.0,176,10719.086698
133.0,291,10742.736247
1.0,19,10742.751338
19.0,43,10746.897401
118.0,228,10766.830751
16.0,38,10768.130832
119.0,224,10788.076444
53.0,65,10792.82103
125.0,259,10813.799034
106.0,191,10829.828017
104.0,137,10839.694253
27.0,46,10841.868797
87.0,104,10850.086648
133.0,314,10875.749239
114.0,176,10889.171903
134.0,284,10912.340345
37.0,53,10915.197511
103.0,133,10925.799108
92.0,94,10933.364918
87.0,113,10941.557845
129.0,153,10954.041796
239.0,1403,11073.136007
93.0,161,11084.825504
128.0,209,11101.551159
36.0,42,11104.538929
136.0,262,11124.373092
71.0,81,11130.579687
130.0,237,11150.506185
1.0,23,11150.525698
141.0,401,11183.755235
84.0,120,11191.643553
1.0,22,11191.661313
139.0,326,11218.551454
137.0,409,11250.360155
46.0,46,11253.816483
17.0,21,11255.417938
113.0,191,11269.60432
279.0,2936,11530.345375
130.0,159,11543.252327
37.0,48,11546.471128
25.0,51,11548.361989
135.0,218,11564.468826
179.0,289,11587.93381
1.0,27,11587.952971
131.0,290,11612.142177
91.0,114,11619.738544
16.0,33,11621.054413
119.0,168,11632.94056
120.0,164,11645.698673
108.0,169,11659.251118
135.0,236,11676.739023
40.0,73,11680.976725
279.0,621,11731.445381
7.0,25,11731.910042
1.0,16,11731.921856
141.0,352,11760.308178
1.0,12,11760.321222
56.0,62,11764.833142
93.0,124,11772.806975
89.0,119,11780.539752
7.0,41,11781.766273
2.0,29,11782.029059
7.0,39,11783.02826
135.0,187,11797.560517
1.0,26,11797.579917
78.0,74,11803.785224
1.0,24,11803.80341
245.0,352,11833.761982
154.0,262,11853.572808
288.0,842,11925.542258
103.0,123,11935.763937
141.0,373,11969.55636
25.0,41,11972.920379
89.0,117,11981.435573
261.0,391,12013.487525
340.0,553,12060.975186
66.0,81,12066.964318
141.0,292,12092.05102
47.0,70,12096.380323
115.0,179,12112.174413
238.0,350,12142.383871
140.0,275,12163.997204
92.0,108,12172.431943
173.0,321,12198.533732
254.0,393,12230.630705
115.0,170,12244.449878
57.0,66,12249.062761
50.0,56,12253.162453
78.0,85,12259.973579
101.0,146,12271.694663
93.0,121,12280.364537
286.0,519,12322.638654
76.0,148,12332.92215
107.0,179,12347.020063
133.0,237,12366.491669
83.0,122,12375.46059
134.0,213,12390.871533
4.0,28,12391.210038
120.0,141,12402.417175
138.0,208,12417.56073
1.0,15,12417.571966
123.0,143,12428.970343
99.0,119,12438.283391
130.0,191,12454.745117
129.0,193,12471.171261
275.0,506,12511.575778
101.0,134,12521.222008
126.0,178,12533.734868
1.0,18,12533.748538
136.0,201,12550.149325
115.0,140,12561.294852
243.0,456,12598.001753
122.0,181,12611.511941
93.0,108,12619.251586
150.0,258,12640.444499
90.0,120,12649.292859
28.0,56,12651.698264
271.0,515,12692.735571
309.0,600,12743.407749
270.0,675,12799.12577
130.0,206,12815.615694
122.0,199,12831.65939
93.0,125,12842.17211
13.0,15,12843.11262
137.0,233,12863.319585
31.0,57,12867.046453
1.0,27,12867.067038
177.0,422,12906.000631
131.0,264,12926.991558
417.0,1010,13015.490762
1.0,11,13015.508714
65.0,83,13022.305569
205.0,342,13052.783806
88.0,108,13060.982567
136.0,266,13082.728813
64.0,76,13088.330251
132.0,253,13109.065354
136.0,307,13135.263682
1.0,24,13135.281415
138.0,181,13150.535913
77.0,96,13157.723824
155.0,298,13184.227217
83.0,88,13191.82763
313.0,627,13245.974476
87.0,97,13253.149091
134.0,442,13289.788398
141.0,237,13309.633299
226.0,364,13340.476516
420.0,831,13413.191875
283.0,481,13454.081116
141.0,276,13478.00879
1.0,21,13478.030993
127.0,188,13493.384788
317.0,538,13538.074836
269.0,426,13573.201206
367.0,721,13635.322696
138.0,216,13653.070621
113.0,138,13665.367425
176.0,391,13696.306033
141.0,271,13719.416414
60.0,87,13724.863064
74.0,104,13731.950571
265.0,380,13763.399482
134.0,209,13781.16784
302.0,694,13838.701168
2.0,28,13838.75767
266.0,419,13875.558957
139.0,318,13900.762534
122.0,186,13915.121865
82.0,137,13925.371518
122.0,192,13941.953579
5.0,40,13942.880541
137.0,222,13962.432941
31.0,33,13965.031141
281.0,645,14017.723744
255.0,401,14050.5416
78.0,94,14057.667935
123.0,167,14070.968886
398.0,835,14148.904154
122.0,171,14166.437079
130.0,222,14187.76556
141.0,332,14222.344501
5.0,33,14225.096406
191.0,287,14252.742767
1.0,11,14252.759242
141.0,230,14280.282295
141.0,255,14313.85634
115.0,150,14326.6747
9.0,32,14327.254493
10.0,22,14328.348015
138.0,240,14348.472344
1.0,17,14348.490607
