#{"env_id": "RegularMiniPacmanNoFrameskip-v0", "t_start": 1526847323.2169044}
r,l,t
73.0,83,9156.398012
94.0,123,9164.745464
27.0,39,9167.288353
110.0,164,9178.880986
89.0,136,9188.415364
35.0,45,9191.247578
43.0,55,9194.739875
24.0,52,9196.758801
3.0,11,9197.2922
77.0,113,9205.059566
135.0,341,9232.705903
16.0,19,9233.935837
128.0,238,9252.904551
126.0,282,9276.759513
142.0,3000,9530.559757
75.0,88,9536.974382
127.0,246,9556.654579
77.0,97,9562.849875
95.0,147,9574.04192
113.0,158,9586.218709
127.0,209,9602.23511
133.0,257,9622.966861
85.0,111,9630.561994
111.0,174,9644.443377
26.0,28,9646.471537
116.0,189,9661.867894
121.0,200,9677.928828
1.0,24,9677.948463
100.0,148,9690.410088
3.0,10,9690.592991
137.0,472,9728.622775
137.0,250,9749.086208
130.0,256,9770.096154
92.0,143,9781.057234
1.0,14,9781.069787
36.0,36,9784.397101
1.0,17,9784.410262
126.0,170,9798.338117
121.0,187,9812.155183
102.0,159,9825.320619
54.0,70,9831.303744
1.0,20,9831.321047
120.0,187,9846.308539
125.0,192,9861.135958
37.0,37,9864.114941
104.0,122,9873.898252
123.0,260,9895.305411
104.0,126,9904.464983
92.0,131,9913.468138
1.0,25,9913.486342
107.0,193,9929.731054
133.0,322,9957.340358
1.0,14,9957.351168
129.0,254,9979.273849
1.0,27,9979.292884
59.0,68,9984.867136
97.0,108,9993.663316
112.0,203,10009.77748
106.0,140,10021.079342
121.0,168,10034.916994
87.0,95,10043.400553
133.0,328,10071.430655
109.0,159,10083.921453
113.0,165,10098.73955
83.0,132,10108.775079
108.0,146,10121.904629
1.0,18,10121.920537
137.0,395,10157.471637
39.0,41,10161.151823
1.0,8,10161.15948
24.0,36,10163.864175
1.0,21,10163.881522
84.0,90,10171.609093
112.0,188,10188.167785
20.0,41,10190.943273
117.0,204,10206.693795
8.0,11,10207.226774
81.0,118,10215.259449
1.0,14,10215.270759
131.0,188,10230.410251
2.0,22,10230.511464
1.0,24,10230.533757
80.0,95,10237.948177
120.0,195,10253.858969
27.0,38,10255.996169
108.0,129,10266.404576
92.0,111,10275.705367
31.0,40,10278.601372
252.0,883,10352.298336
68.0,107,10360.240249
102.0,123,10370.041755
91.0,125,10378.699219
129.0,192,10394.665319
119.0,191,10411.690293
84.0,108,10420.186948
45.0,63,10424.817199
91.0,140,10437.251522
84.0,105,10446.65359
79.0,137,10457.36803
44.0,59,10461.784678
28.0,30,10463.927598
272.0,1523,10593.02309
116.0,212,10609.649084
129.0,216,10627.42866
123.0,159,10640.919335
319.0,1889,10807.127429
5.0,16,10807.543301
14.0,30,10808.554562
79.0,102,10816.092835
16.0,35,10817.42428
97.0,207,10834.072808
134.0,181,10848.855128
1.0,26,10848.873731
126.0,156,10861.823443
241.0,552,10907.869689
130.0,191,10922.157106
1.0,23,10922.173686
14.0,19,10923.308924
108.0,144,10934.579514
139.0,263,10956.472197
122.0,205,10972.785379
61.0,71,10977.947131
41.0,41,10980.968653
137.0,222,10999.174358
137.0,220,11017.072563
6.0,10,11017.500451
48.0,63,11021.30124
129.0,194,11036.530347
67.0,77,11042.404923
136.0,225,11060.687928
105.0,221,11078.366361
146.0,3000,11332.822491
86.0,107,11342.437691
20.0,20,11344.135909
119.0,178,11359.98331
105.0,201,11375.522302
141.0,233,11393.894205
17.0,20,11395.359539
155.0,304,11420.332194
127.0,205,11437.201586
136.0,299,11463.105433
71.0,103,11471.542161
132.0,246,11492.163795
127.0,170,11506.383966
26.0,32,11508.882925
234.0,348,11537.486281
64.0,78,11543.092721
133.0,231,11560.612634
8.0,30,11561.167927
54.0,69,11566.567772
15.0,41,11568.223913
99.0,127,11577.940128
69.0,94,11584.138456
281.0,510,11626.484095
5.0,20,11626.652125
98.0,107,11635.451563
138.0,310,11660.919172
337.0,597,11708.513416
277.0,500,11749.940527
108.0,155,11761.119117
28.0,37,11763.519805
1.0,11,11763.530808
5.0,17,11763.904129
283.0,520,11806.169989
87.0,91,11813.636237
20.0,50,11815.462283
1.0,16,11815.47392
244.0,389,11848.324129
136.0,753,11911.900518
18.0,32,11913.444422
18.0,25,11914.916735
365.0,664,11972.403474
117.0,147,11984.392789
259.0,400,12017.080044
98.0,154,12028.781801
87.0,100,12036.880312
139.0,237,12056.852957
106.0,118,12066.94264
28.0,56,12069.506655
44.0,56,12073.355946
119.0,224,12091.52645
72.0,97,12098.835724
1.0,25,12098.854967
56.0,61,12104.218402
102.0,138,12115.749231
204.0,351,12144.953074
114.0,139,12155.73584
250.0,405,12190.644398
8.0,51,12193.075067
251.0,563,12238.982387
21.0,27,12240.696467
109.0,163,12253.148063
302.0,531,12297.236865
34.0,49,12300.229084
139.0,276,12320.945295
141.0,277,12343.660052
109.0,151,12354.449945
132.0,240,12374.272757
118.0,139,12385.635629
92.0,110,12393.320089
274.0,440,12428.627984
236.0,320,12456.053701
79.0,82,12462.858141
141.0,333,12490.762696
59.0,93,12496.275605
271.0,570,12543.095647
28.0,42,12545.283394
223.0,403,12578.422834
109.0,141,12589.92221
22.0,22,12591.597326
119.0,167,12605.32474
11.0,23,12606.141427
283.0,692,12664.704297
141.0,309,12690.542256
253.0,426,12724.256651
139.0,281,12746.768585
356.0,654,12801.280874
220.0,381,12834.462831
108.0,164,12847.866829
82.0,136,12858.137332
135.0,174,12873.07902
25.0,50,12875.432783
262.0,463,12916.535074
1.0,9,12916.543458
122.0,166,12929.047086
106.0,137,12939.342711
132.0,174,12954.538276
295.0,840,13030.164608
41.0,63,13033.717147
96.0,128,13044.511645
232.0,350,13073.002029
312.0,563,13118.729612
68.0,78,13125.037066
78.0,94,13132.641609
53.0,69,13137.493808
113.0,150,13148.172311
103.0,137,13157.886529
119.0,162,13171.741241
141.0,333,13200.331265
40.0,57,13203.94452
130.0,219,13221.204562
225.0,390,13252.956567
133.0,198,13268.385182
135.0,192,13285.271698
20.0,29,13287.45384
307.0,568,13334.396092
344.0,565,13382.717054
134.0,223,13402.292327
252.0,434,13439.387606
49.0,78,13443.680411
101.0,108,13452.283625
281.0,476,13493.319778
59.0,96,13499.662165
141.0,334,13526.468233
136.0,189,13541.31975
162.0,283,13565.134975
393.0,641,13620.36792
190.0,536,13666.830064
141.0,342,13694.53093
59.0,61,13699.176421
232.0,310,13725.043161
329.0,483,13766.561618
414.0,686,13824.579504
141.0,241,13843.746503
116.0,143,13854.609771
248.0,357,13885.910232
258.0,403,13919.210764
135.0,233,13939.876306
244.0,343,13968.544452
158.0,288,13992.208387
74.0,110,13999.758425
137.0,260,14021.599138
202.0,348,14051.360053
21.0,33,14053.070576
346.0,816,14127.204606
245.0,372,14162.525886
303.0,1085,14279.675799
273.0,738,14356.981328
31.0,72,14360.53001
12.0,38,14362.092073
281.0,658,14417.975316
140.0,282,14440.418788
419.0,704,14498.215634
131.0,227,14515.397603
130.0,160,14528.367184
110.0,140,14539.827853
191.0,323,14564.763827
63.0,66,14570.021497
2.0,26,14570.080964
6.0,32,14570.593073
132.0,212,14587.414642
279.0,575,14633.814743
298.0,605,14682.863578
1.0,20,14682.878709
405.0,686,14739.711634
156.0,282,14761.007811
4.0,11,14761.33202
180.0,298,14785.623269
221.0,346,14814.06997
84.0,93,14821.560505
180.0,346,14849.124452
141.0,973,14929.926316
109.0,127,14939.87
141.0,447,14976.39144
110.0,137,14986.656867
94.0,113,14994.478175
1.0,21,14994.493082
207.0,369,15024.943106
177.0,263,15046.496487
210.0,312,15071.821986
10.0,29,15073.863675
294.0,479,15113.241034
83.0,114,15120.382394
1.0,27,15120.400952
214.0,305,15146.034428
112.0,167,15157.705078
135.0,213,15172.960912
138.0,229,15190.075853
107.0,123,15200.068601
1.0,24,15200.08513
423.0,898,15274.647648
1.0,22,15274.662725
268.0,393,15307.052141
252.0,460,15344.56058
131.0,208,15360.349349
135.0,310,15385.508128
130.0,163,15399.112669
82.0,90,15405.955948
138.0,389,15436.428109
1.0,23,15436.445748
111.0,125,15446.697729
425.0,643,15499.608469
283.0,607,15547.674194
61.0,118,15557.323896
1.0,24,15557.343083
155.0,213,15575.068386
97.0,167,15588.423064
1.0,20,15588.438015
25.0,29,15590.597417
1.0,15,15590.60844
1.0,12,15590.617015
90.0,107,15599.207986
353.0,530,15642.873507
283.0,508,15684.870986
102.0,130,15693.574565
243.0,366,15722.863981
90.0,114,15731.861744
225.0,312,15757.084914
86.0,110,15765.362687
308.0,606,15815.048118
131.0,208,15830.183871
225.0,358,15858.721263
83.0,87,15865.530203
288.0,737,15925.775032
5.0,20,15926.14368
413.0,736,15986.927998
281.0,503,16026.488234
111.0,137,16036.11826
377.0,1146,16129.583589
3.0,29,16129.884555
182.0,295,16154.256158
344.0,584,16201.355752
217.0,312,16226.69745
108.0,199,16243.156764
220.0,470,16281.951193
114.0,155,16292.493886
101.0,119,16301.71846
577.0,1088,16393.201426
90.0,102,16401.720987
4.0,15,16402.508629
318.0,757,16465.023327
138.0,235,16484.369526
138.0,283,16507.544853
265.0,513,16549.547657
350.0,527,16593.061654
261.0,410,16625.689896
132.0,188,16638.848799
152.0,240,16658.709876
283.0,615,16707.511532
155.0,355,16737.556015
135.0,186,16752.658911
