#{"env_id": "RegularMiniPacmanNoFrameskip-v0", "t_start": 1526847323.2497911}
r,l,t
23.0,102,9.330144
1.0,18,10.628891
8.0,42,12.550441
6.0,32,13.709378
8.0,35,14.647473
6.0,15,15.669543
7.0,27,16.89575
4.0,70,20.408466
5.0,32,21.395819
25.0,122,30.936671
17.0,46,33.091975
6.0,40,35.999797
14.0,62,40.881125
18.0,30,43.572912
25.0,60,48.825998
12.0,49,52.381333
9.0,31,54.428399
2.0,19,55.266609
4.0,19,55.745384
2.0,33,56.766738
25.0,66,61.996275
8.0,32,63.933494
3.0,55,66.56899
23.0,122,75.272247
16.0,76,80.771404
4.0,7,81.155807
22.0,85,88.420316
8.0,19,89.622914
22.0,64,93.565347
11.0,46,95.406712
10.0,41,97.903153
9.0,40,99.701406
8.0,25,101.509047
14.0,92,107.115392
24.0,110,116.235289
20.0,111,123.820826
1.0,16,123.832916
11.0,85,130.258168
3.0,15,130.346092
6.0,84,135.908912
103.0,3000,393.854091
7.0,30,396.172963
1.0,19,396.186788
3.0,47,400.117268
111.0,3000,658.375341
25.0,51,661.396829
9.0,26,662.583651
15.0,105,670.518466
46.0,110,678.283949
22.0,80,683.047697
22.0,42,686.352787
29.0,81,691.949309
10.0,50,693.974196
24.0,71,698.519546
29.0,109,707.659794
13.0,69,712.059281
12.0,65,715.860341
13.0,28,717.201469
17.0,82,723.943481
14.0,34,726.007049
9.0,40,727.784336
19.0,88,733.707152
48.0,110,743.291661
5.0,49,746.286879
22.0,47,749.81988
1.0,22,749.837025
42.0,113,759.101738
2.0,19,760.338642
1.0,27,762.117761
1.0,22,763.003845
15.0,54,765.456698
24.0,49,769.353698
37.0,110,776.434422
3.0,32,776.781724
28.0,80,782.350055
4.0,27,783.612864
3.0,8,784.091312
2.0,23,784.14199
28.0,65,787.966166
6.0,26,788.746785
10.0,29,790.126289
4.0,36,791.24278
2.0,17,791.289002
10.0,36,793.057347
8.0,64,796.027136
4.0,18,796.397095
2.0,17,796.451352
1.0,30,797.17976
6.0,23,798.44858
23.0,36,801.438869
27.0,86,807.651631
53.0,142,817.780756
37.0,125,827.57904
22.0,58,831.776623
27.0,98,837.799557
25.0,85,842.861336
33.0,85,849.595428
11.0,57,852.978119
48.0,165,865.726908
15.0,20,867.148649
20.0,31,869.335372
33.0,92,875.662045
1.0,25,875.679649
25.0,67,880.860073
35.0,134,891.953103
9.0,25,892.922848
40.0,90,897.966454
1.0,16,897.979048
2.0,10,898.351218
11.0,52,901.633756
23.0,109,910.815429
10.0,40,913.886988
73.0,226,931.85558
39.0,62,936.917406
33.0,107,944.312856
9.0,48,947.052068
125.0,3000,1206.999655
12.0,59,1210.766449
20.0,114,1219.767428
9.0,34,1220.689454
10.0,27,1222.052108
1.0,22,1222.068027
30.0,86,1228.975146
1.0,38,1229.761635
4.0,176,1244.501469
27.0,97,1251.668499
10.0,62,1256.574826
47.0,159,1268.087958
43.0,153,1281.116785
30.0,94,1288.847118
19.0,60,1293.541689
106.0,3000,1552.026369
10.0,27,1553.32092
1.0,17,1553.335966
23.0,67,1558.950418
14.0,74,1563.814827
15.0,80,1570.708386
21.0,115,1578.625483
21.0,67,1584.541056
1.0,21,1584.557232
8.0,29,1586.823743
2.0,22,1587.121655
11.0,19,1588.426622
4.0,16,1588.971983
15.0,32,1591.410686
8.0,33,1592.434972
25.0,134,1603.503087
27.0,78,1609.817831
9.0,80,1615.361959
26.0,124,1625.45363
12.0,53,1629.376936
24.0,30,1631.865794
13.0,38,1633.687965
5.0,36,1634.97131
32.0,64,1639.829688
2.0,41,1643.104476
1.0,33,1645.288941
8.0,27,1646.47964
9.0,33,1647.950924
1.0,41,1650.98731
23.0,92,1658.208667
44.0,130,1667.416503
8.0,26,1668.761812
1.0,29,1668.78334
9.0,31,1671.705623
10.0,49,1675.216221
27.0,89,1680.507945
21.0,47,1683.935182
11.0,78,1688.968611
18.0,55,1693.101052
26.0,70,1696.968725
12.0,45,1699.065357
4.0,45,1700.901178
15.0,37,1703.242979
26.0,58,1707.273551
15.0,48,1709.988973
1.0,24,1710.007534
27.0,43,1713.756048
5.0,33,1714.270749
29.0,79,1720.656417
10.0,78,1724.982975
8.0,46,1726.766332
16.0,90,1733.192638
1.0,10,1733.20093
54.0,149,1746.279413
11.0,65,1749.348845
126.0,3000,2009.516793
