#{"env_id": "RegularMiniPacmanNoFrameskip-v0", "t_start": 1526847323.236066}
r,l,t
21.0,63,6.684478
3.0,44,9.260028
11.0,26,11.033331
18.0,59,15.100368
12.0,32,16.58259
21.0,104,24.003919
2.0,20,25.439957
23.0,146,38.208014
12.0,62,43.234552
3.0,22,44.045532
26.0,73,50.610626
1.0,19,50.62494
37.0,111,59.623236
6.0,24,60.079022
11.0,50,62.793634
8.0,12,63.68427
14.0,68,68.311968
2.0,33,70.310135
14.0,76,76.889206
1.0,17,76.901692
13.0,36,79.637982
24.0,70,84.745072
4.0,21,85.704534
20.0,103,94.110255
10.0,48,96.644032
7.0,29,98.346947
2.0,38,99.204351
13.0,57,101.859938
11.0,34,104.015271
20.0,73,108.976167
19.0,76,114.124342
18.0,53,116.871862
11.0,34,118.619174
5.0,40,121.690014
19.0,68,126.400585
12.0,27,128.093591
2.0,38,128.890161
26.0,115,136.953531
1.0,20,136.970052
18.0,106,145.577543
2.0,30,145.697469
20.0,53,148.574265
5.0,57,150.828635
4.0,18,151.71039
19.0,43,154.956162
9.0,35,156.421008
18.0,63,160.825889
2.0,28,161.083462
22.0,71,165.532377
15.0,34,167.762428
3.0,21,168.098358
18.0,64,172.491925
26.0,58,175.921138
5.0,22,176.395398
11.0,60,181.617948
11.0,36,184.118337
106.0,3000,443.564755
16.0,37,446.444668
27.0,51,450.497377
9.0,73,456.874218
18.0,70,462.19646
31.0,142,471.961246
35.0,69,477.652199
8.0,39,480.667047
27.0,96,488.014511
15.0,34,490.079314
15.0,45,493.107584
22.0,91,499.297494
17.0,43,501.765521
18.0,114,509.845301
3.0,50,511.622547
1.0,7,511.628222
31.0,112,520.226268
45.0,148,531.012484
70.0,176,544.267655
1.0,17,544.282448
26.0,53,547.78925
14.0,46,551.19079
8.0,60,553.858258
22.0,82,560.747762
2.0,25,560.807626
4.0,21,561.163502
11.0,76,566.409843
11.0,47,568.565362
33.0,133,577.352304
48.0,134,588.011115
4.0,59,590.669499
44.0,118,600.148046
14.0,67,605.109098
8.0,32,606.810512
2.0,41,609.362093
22.0,72,614.779251
22.0,44,618.027444
13.0,54,620.129798
34.0,125,629.39727
24.0,65,633.281242
1.0,36,634.498873
1.0,20,634.513649
3.0,24,636.237902
56.0,131,646.290981
4.0,35,647.062769
27.0,72,651.066222
8.0,39,652.820915
1.0,25,652.839122
28.0,51,657.1462
6.0,16,658.031961
13.0,40,660.457021
22.0,66,664.354008
11.0,38,667.24439
18.0,61,670.528423
15.0,73,674.072054
17.0,55,676.935912
18.0,73,681.686468
20.0,93,688.081001
23.0,75,691.961057
27.0,65,696.72948
35.0,91,703.033411
134.0,3000,957.025934
3.0,27,957.935774
5.0,33,959.888529
29.0,80,966.411997
3.0,30,966.559751
8.0,30,967.374212
2.0,68,971.586176
12.0,97,977.695355
46.0,191,992.549018
15.0,36,994.941838
4.0,23,996.09856
26.0,86,1002.059173
21.0,80,1008.014844
13.0,49,1010.179727
15.0,83,1015.773717
4.0,7,1016.14335
14.0,37,1017.980909
28.0,67,1023.237267
81.0,202,1040.158051
9.0,46,1041.818338
21.0,42,1044.694687
1.0,14,1044.783916
23.0,101,1050.995695
40.0,107,1059.600153
8.0,44,1061.754048
1.0,30,1062.015568
1.0,12,1062.024634
13.0,46,1065.176371
12.0,61,1069.362073
28.0,69,1072.835618
9.0,53,1075.612157
19.0,46,1078.879019
23.0,83,1084.417136
14.0,40,1087.83461
19.0,125,1096.889167
13.0,90,1102.542082
4.0,21,1102.953521
1.0,22,1102.970169
17.0,35,1105.552273
2.0,41,1106.448868
51.0,113,1114.52315
9.0,43,1116.302414
8.0,88,1122.467134
26.0,96,1129.589871
12.0,23,1131.181796
15.0,38,1134.281758
7.0,38,1136.050895
2.0,15,1136.105586
1.0,23,1136.12709
9.0,27,1138.510004
8.0,39,1141.123595
32.0,73,1147.684938
20.0,114,1157.194969
15.0,41,1160.127805
44.0,115,1169.315317
5.0,14,1169.521072
5.0,72,1173.768728
23.0,69,1177.73067
1.0,27,1177.754325
34.0,124,1188.643229
3.0,31,1189.046666
116.0,3000,1449.046492
61.0,161,1461.093856
16.0,30,1463.621579
8.0,64,1467.594619
8.0,106,1476.449821
1.0,29,1476.798397
8.0,35,1478.172166
31.0,106,1485.166347
7.0,33,1486.83558
24.0,64,1491.720692
1.0,36,1492.267237
63.0,208,1508.222369
3.0,46,1509.991946
2.0,31,1510.060366
3.0,26,1511.580163
1.0,46,1512.980454
14.0,42,1515.631677
16.0,82,1520.901078
14.0,43,1523.466363
5.0,35,1524.055223
17.0,70,1529.280654
14.0,37,1531.766377
29.0,78,1538.339388
18.0,50,1541.723699
27.0,60,1546.522459
10.0,34,1549.046351
8.0,36,1550.766248
10.0,44,1552.642317
11.0,25,1554.368867
9.0,22,1555.132816
13.0,63,1559.076603
11.0,44,1562.526305
15.0,57,1565.986045
5.0,22,1566.589087
10.0,40,1569.471234
26.0,60,1574.198693
2.0,30,1574.808041
10.0,47,1577.340943
7.0,84,1584.260757
9.0,49,1587.217824
1.0,14,1587.229084
23.0,81,1593.226393
3.0,21,1594.16485
17.0,34,1597.1031
31.0,75,1603.094167
10.0,60,1607.240033
6.0,46,1608.913122
9.0,102,1616.578324
1.0,17,1616.59132
7.0,35,1618.439485
12.0,40,1620.855998
14.0,69,1625.917642
6.0,30,1627.654675
8.0,70,1633.251738
31.0,74,1639.279354
11.0,63,1643.077953
22.0,70,1648.843076
3.0,30,1650.186278
18.0,31,1652.414736
28.0,104,1660.975147
2.0,23,1662.235983
14.0,93,1668.175606
1.0,32,1669.039575
2.0,28,1669.100421
49.0,114,1677.723488
13.0,65,1683.068302
1.0,27,1684.375748
13.0,41,1687.286613
12.0,41,1689.811039
11.0,45,1692.130917
7.0,23,1693.008109
24.0,113,1701.769132
16.0,60,1705.937816
5.0,32,1707.238327
10.0,67,1712.097214
13.0,84,1718.586623
7.0,40,1719.939872
33.0,145,1732.286714
1.0,22,1732.303674
14.0,30,1734.513625
27.0,78,1741.144405
3.0,33,1741.674321
67.0,171,1755.498628
3.0,32,1756.290263
44.0,119,1765.974225
36.0,94,1771.881612
28.0,99,1780.143219
19.0,78,1786.696685
8.0,53,1789.014593
9.0,24,1790.204858
3.0,38,1791.654214
10.0,14,1792.777292
13.0,33,1795.363485
7.0,33,1796.723548
36.0,126,1806.179145
20.0,46,1809.332578
30.0,112,1819.193738
11.0,94,1826.014833
72.0,198,1841.480408
33.0,97,1849.391632
13.0,41,1852.845096
20.0,62,1856.723972
27.0,77,1861.614911
4.0,15,1862.021466
16.0,108,1870.471632
12.0,29,1871.882939
19.0,40,1875.26055
39.0,98,1883.710977
23.0,92,1891.536481
14.0,48,1894.125952
3.0,52,1897.796579
12.0,70,1901.56081
14.0,46,1904.185144
3.0,43,1905.927256
7.0,39,1908.202966
1.0,18,1908.216949
24.0,88,1915.740667
40.0,104,1922.200614
12.0,60,1925.789533
32.0,53,1930.069432
1.0,33,1931.348966
6.0,24,1932.333679
15.0,22,1934.092112
13.0,52,1937.504908
15.0,55,1941.596249
48.0,132,1953.03755
