#{"env_id": "RegularMiniPacmanNoFrameskip-v0", "t_start": 1526847323.2329266}
r,l,t
10.0,25,371.407524
1.0,26,371.4257
12.0,17,372.801279
109.0,3000,631.093243
6.0,37,632.497411
11.0,72,637.584537
8.0,12,638.174957
4.0,34,639.37496
28.0,104,647.653754
27.0,99,655.495848
11.0,18,656.605378
1.0,26,656.624853
11.0,31,658.835834
8.0,16,659.744328
21.0,57,663.05863
1.0,15,663.069829
26.0,81,669.76884
1.0,32,670.078322
13.0,37,671.468544
33.0,71,677.365631
30.0,74,682.110496
135.0,3000,937.896255
1.0,11,937.904859
6.0,30,939.013039
6.0,25,939.480939
35.0,104,946.333516
14.0,32,948.446735
2.0,32,948.550682
27.0,66,953.523495
1.0,28,953.54384
10.0,78,959.931263
1.0,21,959.947821
6.0,23,961.761378
12.0,42,963.453609
1.0,39,966.172185
13.0,48,969.964159
1.0,21,969.979223
3.0,42,973.336823
3.0,53,976.929234
49.0,129,986.653541
36.0,95,994.274949
9.0,54,998.423454
53.0,202,1014.995622
4.0,32,1015.392284
10.0,35,1016.631594
32.0,91,1024.180691
10.0,35,1026.395669
24.0,81,1031.093827
5.0,26,1031.545384
9.0,46,1033.206155
10.0,81,1039.29759
66.0,157,1051.975794
19.0,83,1058.724564
14.0,58,1061.665398
1.0,19,1061.679308
20.0,36,1064.65956
4.0,27,1065.512468
20.0,49,1068.586101
8.0,25,1069.832809
13.0,34,1071.519635
11.0,53,1074.338736
11.0,44,1077.448259
11.0,25,1079.309901
24.0,93,1084.89896
19.0,71,1090.974106
25.0,78,1096.523325
7.0,60,1100.912361
31.0,96,1108.75324
71.0,179,1122.358909
5.0,44,1124.191128
37.0,109,1132.880316
18.0,148,1144.932144
23.0,113,1154.013475
12.0,41,1157.739899
1.0,30,1157.808145
9.0,14,1159.045236
17.0,35,1162.066045
18.0,55,1166.563936
1.0,15,1166.583012
12.0,50,1171.057328
5.0,32,1172.884959
54.0,185,1189.048869
1.0,29,1189.106781
14.0,42,1191.797621
8.0,28,1193.078555
10.0,57,1196.810353
117.0,3000,1455.966923
32.0,79,1460.603708
21.0,118,1470.512601
24.0,75,1475.041182
32.0,88,1481.745109
10.0,62,1485.219425
42.0,83,1492.127398
31.0,58,1496.483765
5.0,17,1497.409036
8.0,53,1500.786505
2.0,23,1501.300521
7.0,69,1506.985622
2.0,31,1507.337208
110.0,3000,1765.437162
19.0,56,1768.476507
50.0,78,1774.99033
15.0,51,1778.985481
10.0,43,1781.972184
9.0,28,1782.757483
12.0,77,1788.033054
1.0,26,1788.051423
15.0,32,1790.590442
23.0,62,1794.976227
7.0,57,1798.124463
2.0,19,1798.378449
8.0,55,1802.383002
25.0,124,1811.903761
65.0,182,1826.830896
2.0,25,1827.270822
48.0,127,1836.08565
15.0,90,1843.159645
28.0,55,1846.188463
10.0,42,1847.168717
8.0,32,1848.455438
7.0,14,1848.990864
7.0,34,1850.129679
16.0,47,1851.853448
59.0,134,1861.052783
7.0,41,1862.784551
3.0,21,1862.887922
1.0,17,1863.226917
1.0,28,1863.250131
32.0,40,1866.861892
14.0,75,1871.07515
12.0,37,1873.171532
35.0,138,1884.106444
5.0,39,1887.176829
1.0,25,1887.195874
3.0,9,1888.031687
13.0,38,1890.304326
24.0,120,1900.26247
15.0,42,1903.342315
1.0,21,1903.358902
23.0,42,1906.800448
1.0,28,1908.505849
6.0,8,1908.981986
8.0,22,1910.85148
13.0,54,1914.92331
26.0,141,1924.609968
15.0,52,1926.968449
43.0,114,1935.337295
14.0,31,1937.120971
36.0,51,1941.012095
3.0,22,1941.109733
40.0,77,1947.290175
59.0,158,1959.745688
18.0,62,1963.313155
120.0,3000,2221.018453
12.0,28,2222.523988
39.0,93,2229.203915
16.0,42,2232.380086
24.0,123,2242.26744
28.0,121,2250.330718
11.0,27,2251.791787
13.0,40,2255.146722
1.0,21,2255.162652
11.0,41,2258.501971
31.0,67,2263.717199
29.0,95,2270.158955
24.0,83,2275.25324
10.0,18,2276.05136
29.0,96,2283.04695
11.0,41,2284.630372
47.0,68,2289.832327
31.0,78,2295.187546
5.0,28,2296.775346
14.0,43,2298.519307
30.0,81,2304.001453
19.0,52,2307.305094
15.0,66,2310.396448
5.0,20,2311.293314
1.0,13,2311.304301
20.0,48,2314.268988
39.0,113,2322.566756
6.0,25,2323.039147
25.0,112,2330.64289
13.0,17,2331.597326
1.0,13,2331.608253
40.0,68,2336.267286
60.0,191,2352.959318
1.0,27,2352.979636
23.0,92,2360.901287
11.0,33,2363.335823
13.0,17,2364.626868
6.0,38,2366.498653
1.0,13,2366.509454
1.0,16,2366.521279
14.0,45,2370.359841
23.0,100,2376.526442
4.0,33,2377.402077
29.0,58,2381.442977
5.0,43,2382.694554
5.0,33,2383.175941
40.0,111,2392.693074
2.0,23,2392.7479
3.0,21,2393.650518
19.0,44,2395.934472
24.0,94,2403.968652
16.0,28,2405.868733
36.0,116,2413.578719
33.0,76,2419.548589
2.0,29,2419.60607
38.0,86,2426.540226
5.0,28,2427.430557
41.0,84,2433.694276
14.0,58,2436.794619
38.0,110,2445.412941
43.0,126,2455.067609
5.0,50,2457.222453
17.0,71,2461.102294
14.0,56,2463.287356
5.0,60,2467.508806
8.0,37,2468.084648
3.0,14,2468.375345
24.0,70,2473.367925
4.0,16,2474.172291
4.0,40,2476.818018
29.0,71,2482.509602
23.0,61,2485.530335
11.0,47,2486.97318
27.0,63,2491.252509
38.0,104,2498.017554
1.0,26,2498.074676
43.0,114,2506.505878
31.0,90,2513.780518
2.0,19,2514.045292
1.0,27,2514.065349
10.0,11,2514.911585
16.0,62,2518.226931
119.0,3000,2774.075723
16.0,63,2776.844145
27.0,66,2780.272198
20.0,82,2786.675754
54.0,92,2793.732765
2.0,22,2795.419731
48.0,120,2805.090759
1.0,17,2805.104236
27.0,50,2808.435638
1.0,21,2808.452098
32.0,53,2812.821047
3.0,13,2813.261591
23.0,50,2817.652206
18.0,47,2820.762952
2.0,16,2820.814744
3.0,43,2824.209602
23.0,50,2828.154313
6.0,22,2828.890791
7.0,30,2829.767408
26.0,30,2831.933144
37.0,79,2836.280209
9.0,26,2837.715312
2.0,17,2837.765843
11.0,54,2840.736356
37.0,87,2847.127486
54.0,102,2854.636462
1.0,24,2854.654553
21.0,121,2865.051629
84.0,228,2882.558749
1.0,24,2882.578917
69.0,174,2897.759771
24.0,127,2906.307287
79.0,213,2924.115039
18.0,58,2928.858964
50.0,87,2936.232854
10.0,42,2937.500666
12.0,48,2940.530395
6.0,33,2942.794745
10.0,21,2943.628695
26.0,63,2946.635496
16.0,32,2948.390773
1.0,20,2948.405907
63.0,132,2959.151855
7.0,21,2959.896375
12.0,32,2962.127108
16.0,27,2963.445146
5.0,42,2966.454307
10.0,52,2969.106443
48.0,133,2978.448566
18.0,49,2981.605823
146.0,3000,3236.752919
74.0,153,3247.617867
55.0,93,3255.257561
19.0,60,3258.380161
30.0,61,3262.618885
2.0,25,3262.673991
1.0,11,3263.003942
84.0,140,3274.872294
17.0,45,3277.383797
47.0,80,3283.333305
51.0,111,3291.214262
8.0,24,3292.542971
72.0,168,3306.290264
16.0,29,3307.85539
19.0,30,3309.275297
3.0,13,3309.579656
36.0,80,3314.411371
48.0,116,3322.782081
11.0,48,3324.435792
6.0,37,3325.334066
50.0,65,3329.606529
8.0,15,3330.241157
43.0,92,3336.931805
8.0,43,3339.977514
18.0,66,3344.181338
40.0,76,3350.370112
67.0,117,3359.367291
75.0,111,3368.513202
1.0,19,3368.529203
65.0,87,3375.545378
33.0,51,3378.760905
27.0,42,3381.725035
20.0,24,3383.582133
12.0,54,3386.17998
19.0,59,3390.034561
50.0,84,3395.704253
50.0,127,3404.893589
53.0,98,3412.211705
48.0,59,3417.012279
72.0,135,3428.683771
16.0,17,3429.937887
28.0,32,3432.295005
141.0,3000,3686.414738
63.0,85,3692.680897
83.0,159,3704.565364
16.0,47,3707.113132
1.0,24,3707.132623
54.0,69,3712.535178
68.0,125,3722.308709
43.0,78,3726.280261
1.0,30,3726.302942
57.0,89,3733.797229
41.0,51,3737.463686
52.0,106,3744.179848
2.0,22,3744.239144
19.0,55,3746.548927
53.0,83,3753.59897
64.0,139,3763.963492
3.0,16,3764.341023
56.0,83,3770.447144
47.0,97,3776.775266
32.0,47,3780.291795
51.0,95,3787.946598
118.0,3000,4042.571577
62.0,116,4051.838453
9.0,10,4052.427715
7.0,30,4053.121915
78.0,102,4060.92728
24.0,24,4062.757762
58.0,73,4068.171653
45.0,53,4071.907544
6.0,17,4072.332686
52.0,100,4079.075629
84.0,228,4096.805785
61.0,74,4102.041327
19.0,39,4103.901041
37.0,67,4108.172053
3.0,41,4109.479484
135.0,3000,4363.676828
6.0,10,4364.091891
83.0,185,4377.753264
33.0,48,4380.790433
73.0,121,4391.502449
1.0,13,4391.514146
72.0,175,4406.277887
114.0,260,4427.782891
72.0,144,4437.769169
1.0,25,4437.78793
90.0,138,4449.530492
54.0,89,4455.85599
81.0,116,4464.761951
10.0,23,4465.713858
70.0,141,4475.86635
28.0,59,4480.220475
1.0,26,4480.244073
48.0,48,4484.340132
1.0,19,4484.355874
24.0,33,4486.423404
83.0,131,4496.537991
42.0,107,4504.167293
70.0,157,4515.201999
9.0,31,4516.938519
70.0,84,4523.729894
146.0,3000,4780.333314
44.0,65,4784.699395
1.0,7,4784.706131
70.0,137,4796.167419
79.0,113,4805.769473
48.0,55,4809.65319
7.0,11,4810.138868
34.0,37,4813.053653
14.0,23,4814.49651
76.0,117,4822.987215
1.0,17,4823.003707
55.0,73,4828.880338
47.0,66,4833.640544
141.0,3000,5093.60105
49.0,65,5098.516307
90.0,134,5109.184086
108.0,304,5134.234192
1.0,14,5134.245613
80.0,101,5142.060279
101.0,186,5155.454769
102.0,186,5170.261899
50.0,69,5175.25671
22.0,56,5177.949664
87.0,124,5187.833944
14.0,39,5189.541037
1.0,27,5189.561522
64.0,92,5197.392626
34.0,56,5200.868532
15.0,24,5202.465417
77.0,142,5214.387501
63.0,86,5221.381731
74.0,111,5230.549127
1.0,21,5230.565721
4.0,11,5230.991512
59.0,122,5238.958468
56.0,73,5243.66496
1.0,23,5243.681787
58.0,89,5251.420408
70.0,103,5259.288723
59.0,196,5274.729287
51.0,66,5279.037422
80.0,120,5289.103826
64.0,117,5297.285731
54.0,102,5305.852816
80.0,143,5317.023026
4.0,31,5317.474559
88.0,118,5327.302714
7.0,19,5328.075885
95.0,185,5342.729678
10.0,20,5344.338001
77.0,119,5352.667181
83.0,156,5366.889471
89.0,104,5375.970317
78.0,122,5386.50679
2.0,26,5386.564943
7.0,30,5387.529237
41.0,48,5391.188355
1.0,18,5391.201507
37.0,55,5395.865636
20.0,44,5397.82167
56.0,93,5404.098644
51.0,71,5408.304797
113.0,222,5427.910029
44.0,62,5431.845932
61.0,79,5437.418474
1.0,11,5437.429209
102.0,148,5450.524399
1.0,20,5450.541661
81.0,100,5459.338811
40.0,65,5463.15152
35.0,82,5468.027892
72.0,136,5478.886069
108.0,127,5489.587235
81.0,110,5498.005789
93.0,135,5507.280978
60.0,88,5515.050635
13.0,24,5516.376516
45.0,178,5530.342087
108.0,171,5544.5201
5.0,16,5544.893693
67.0,112,5551.939795
136.0,3000,5838.780213
75.0,115,5847.88605
62.0,88,5854.432158
222.0,2460,6100.656574
15.0,23,6102.606488
1.0,19,6102.626927
54.0,56,6107.945669
9.0,15,6108.865169
89.0,189,6127.191783
19.0,19,6129.098431
11.0,20,6130.161452
70.0,112,6138.670393
1.0,28,6138.691675
78.0,93,6147.954269
49.0,68,6154.125977
1.0,17,6154.143655
12.0,14,6155.183218
1.0,11,6155.212781
34.0,44,6158.635088
5.0,22,6159.075967
28.0,86,6164.816263
44.0,45,6169.103635
55.0,83,6176.443446
57.0,89,6182.446881
60.0,72,6189.49895
53.0,62,6195.264421
8.0,34,6196.687662
7.0,33,6197.760888
114.0,233,6220.403693
78.0,114,6229.424341
63.0,85,6236.439612
77.0,132,6246.990382
61.0,67,6252.932302
92.0,135,6264.105327
78.0,119,6273.923714
67.0,106,6282.23031
7.0,17,6283.092713
61.0,98,6290.44539
80.0,128,6300.517828
139.0,3000,6603.133824
1.0,19,6603.149862
57.0,100,6612.596887
75.0,118,6624.459931
116.0,221,6644.860006
76.0,113,6654.796111
108.0,163,6669.554625
7.0,32,6670.651662
33.0,59,6674.768969
146.0,3000,6978.394725
7.0,16,6978.960083
89.0,102,6988.956023
61.0,73,6996.005623
37.0,45,6999.553046
1.0,26,6999.574799
26.0,33,7002.441367
106.0,189,7020.785385
53.0,70,7026.924332
47.0,55,7031.849707
4.0,17,7032.250442
105.0,172,7047.629654
27.0,63,7052.058675
110.0,212,7070.632172
14.0,41,7072.012794
101.0,130,7084.196171
52.0,71,7089.704348
108.0,223,7109.010563
89.0,173,7125.344783
110.0,194,7142.32958
142.0,3000,7441.165448
1.0,19,7441.181163
83.0,145,7455.190244
143.0,3000,7720.365354
119.0,208,7737.981797
75.0,108,7745.881776
144.0,3000,8000.639623
3.0,18,8000.773866
103.0,147,8012.71989
107.0,172,8025.371602
105.0,151,8037.024112
125.0,182,8052.192537
144.0,3000,8302.76362
74.0,111,8311.092992
78.0,126,8322.117596
85.0,126,8331.251188
33.0,33,8333.891447
121.0,305,8358.742077
77.0,98,8365.012894
4.0,22,8365.346065
28.0,55,8367.575112
82.0,90,8375.000588
10.0,22,8376.6882
117.0,161,8390.07377
66.0,78,8396.502084
5.0,6,8396.870012
75.0,99,8403.347219
126.0,211,8419.228484
126.0,234,8439.198753
1.0,18,8439.212185
11.0,11,8440.025389
102.0,175,8453.279703
7.0,26,8454.013852
116.0,279,8475.193947
28.0,64,8479.714169
1.0,26,8479.732188
19.0,21,8481.12703
119.0,216,8498.294184
1.0,19,8498.308057
108.0,156,8510.936081
72.0,117,8518.893436
88.0,147,8529.672262
52.0,79,8534.493657
113.0,199,8551.030663
1.0,9,8551.038656
119.0,152,8562.897546
120.0,259,8584.618846
109.0,188,8599.793018
125.0,215,8615.882994
103.0,148,8628.163905
82.0,128,8637.574662
125.0,213,8655.581698
1.0,14,8655.593202
79.0,85,8662.798055
1.0,21,8662.816238
86.0,95,8670.291945
120.0,178,8685.628074
86.0,112,8692.866302
130.0,246,8713.509138
101.0,144,8723.898827
126.0,172,8738.121482
97.0,112,8746.90433
125.0,204,8763.000899
143.0,3000,9013.940692
127.0,236,9033.009683
30.0,49,9036.464875
93.0,118,9045.228021
84.0,105,9053.046334
10.0,14,9053.651364
1.0,23,9053.670185
16.0,20,9054.956165
35.0,58,9057.899638
18.0,35,9059.419135
27.0,43,9061.850458
169.0,1093,9154.1832
115.0,210,9170.739508
3.0,28,9170.841111
81.0,91,9178.038198
20.0,42,9179.663608
10.0,19,9180.519944
129.0,211,9197.084872
3.0,30,9198.019925
125.0,197,9212.469609
120.0,162,9225.162738
117.0,170,9239.534298
61.0,69,9244.652198
121.0,178,9257.892267
120.0,184,9273.171374
11.0,26,9273.985225
2.0,29,9274.042264
120.0,247,9292.989577
23.0,36,9294.703744
98.0,160,9306.354702
113.0,148,9318.773968
124.0,196,9335.035044
136.0,301,9358.562379
124.0,246,9378.420201
66.0,90,9384.144139
106.0,136,9395.78712
111.0,198,9411.679943
80.0,112,9420.451045
142.0,3000,9672.739886
105.0,211,9689.330564
114.0,207,9705.375297
122.0,204,9721.119074
1.0,14,9721.129955
122.0,162,9734.423055
129.0,260,9755.315676
95.0,132,9765.822485
112.0,180,9779.397705
112.0,175,9792.42798
118.0,222,9810.971045
46.0,130,9819.918825
78.0,120,9828.045896
130.0,300,9851.818957
75.0,85,9858.340726
78.0,113,9866.934865
62.0,81,9872.295894
62.0,75,9877.716922
118.0,158,9890.098823
129.0,228,9907.761529
3.0,34,9908.34296
31.0,40,9910.884212
1.0,13,9910.895439
101.0,175,9924.631895
80.0,111,9933.522991
76.0,104,9941.887903
79.0,106,9950.351132
131.0,286,9974.930948
104.0,155,9987.922327
87.0,110,9995.324492
79.0,81,10002.392348
126.0,214,10020.474025
128.0,234,10041.624817
9.0,17,10042.62684
82.0,113,10050.133178
23.0,50,10052.073891
124.0,183,10067.211812
62.0,72,10073.199954
96.0,136,10083.023098
95.0,123,10093.251412
14.0,45,10094.834464
68.0,90,10102.377949
1.0,16,10102.3909
41.0,46,10105.97047
66.0,77,10112.550713
84.0,104,10120.098585
124.0,267,10142.607709
117.0,161,10155.113132
12.0,41,10156.061259
1.0,22,10156.080884
48.0,55,10160.671229
137.0,393,10195.405938
1.0,24,10195.423617
39.0,43,10198.854161
103.0,126,10208.864617
125.0,227,10226.628048
118.0,198,10241.186838
46.0,52,10244.999912
202.0,1653,10386.144444
16.0,33,10387.404237
93.0,122,10397.042769
17.0,21,10398.759102
68.0,104,10405.629138
107.0,177,10420.214319
91.0,130,10431.031653
74.0,102,10439.750208
69.0,136,10451.301756
81.0,118,10460.184915
4.0,11,10460.954641
104.0,180,10475.420285
1.0,22,10475.435939
33.0,39,10478.387462
102.0,144,10488.406584
5.0,15,10488.778149
52.0,64,10493.000601
128.0,286,10514.389132
56.0,70,10519.399515
9.0,18,10520.295482
111.0,166,10534.051137
97.0,128,10544.92694
128.0,333,10572.87012
131.0,265,10594.037207
111.0,173,10606.797966
33.0,93,10612.856261
136.0,262,10635.426559
62.0,66,10640.549089
67.0,90,10646.394284
133.0,302,10670.21731
73.0,85,10676.752344
88.0,117,10684.596341
75.0,141,10696.772257
1.0,27,10696.793007
95.0,121,10707.547503
1.0,22,10707.563137
126.0,243,10727.745032
126.0,187,10741.679438
24.0,41,10744.622699
1.0,33,10747.375553
74.0,135,10757.387653
226.0,2383,10960.919864
1.0,25,10960.940418
99.0,117,10970.722508
206.0,1145,11068.800328
48.0,72,11072.721819
120.0,188,11087.452295
5.0,35,11088.645996
1.0,16,11088.659121
129.0,193,11104.510046
101.0,117,11112.970361
75.0,96,11119.113772
6.0,13,11119.687906
6.0,25,11120.114732
120.0,154,11133.381078
1.0,22,11133.396297
104.0,121,11143.047261
60.0,64,11147.971662
170.0,863,11217.992953
126.0,212,11234.117095
127.0,199,11248.615199
49.0,50,11252.388319
5.0,29,11252.791148
59.0,93,11258.603171
111.0,155,11270.279273
136.0,239,11288.985751
268.0,1239,11398.876314
101.0,162,11411.716945
134.0,238,11429.85723
120.0,167,11443.123731
140.0,227,11464.072914
288.0,865,11538.882096
128.0,231,11556.847257
321.0,542,11603.04877
270.0,381,11634.868731
38.0,56,11637.909568
135.0,245,11658.089285
116.0,161,11670.101856
150.0,255,11689.656011
106.0,120,11699.836832
1.0,19,11699.850493
140.0,478,11738.811369
78.0,83,11745.447583
139.0,217,11763.175325
139.0,243,11782.051546
73.0,96,11788.64826
64.0,94,11794.963213
1.0,16,11794.978045
122.0,310,11821.186077
71.0,93,11828.135293
24.0,35,11830.248492
141.0,272,11851.990744
92.0,91,11859.483146
140.0,353,11888.772109
133.0,182,11903.483291
135.0,213,11919.931402
247.0,346,11948.99708
1.0,15,11949.009989
139.0,323,11977.293629
136.0,183,11993.705232
3.0,30,11993.809611
248.0,340,12021.778584
18.0,45,12023.296772
21.0,44,12024.994824
139.0,247,12045.449357
113.0,160,12058.934035
138.0,239,12080.279221
137.0,259,12101.373795
5.0,54,12104.386271
290.0,486,12145.758346
75.0,107,12152.551033
137.0,246,12173.182948
85.0,103,12181.240361
1.0,16,12181.252688
87.0,95,12188.505802
108.0,131,12199.052889
126.0,240,12217.41467
109.0,156,12228.154647
1.0,11,12228.16494
120.0,150,12240.401453
68.0,68,12245.974858
183.0,311,12270.813277
141.0,352,12299.716377
1.0,22,12299.73224
370.0,936,12377.239227
88.0,97,12384.507468
288.0,528,12427.64307
16.0,18,12428.940397
114.0,155,12441.233701
141.0,247,12461.942268
106.0,134,12472.411231
167.0,281,12494.194138
15.0,39,12495.399853
1.0,27,12495.419161
46.0,49,12499.524096
134.0,219,12516.061169
478.0,911,12592.752264
22.0,47,12594.85119
45.0,53,12598.886496
141.0,394,12631.736771
275.0,822,12700.318991
140.0,245,12720.676263
12.0,31,12722.006649
237.0,351,12750.890095
138.0,258,12770.76003
189.0,283,12794.704149
114.0,134,12805.958466
121.0,258,12829.023662
89.0,117,12837.686114
355.0,709,12899.879722
277.0,1480,13032.29574
138.0,246,13053.544485
271.0,409,13087.796728
400.0,584,13136.014432
135.0,257,13157.826894
134.0,208,13176.483523
99.0,132,13185.963384
140.0,273,13209.00328
141.0,273,13232.087743
311.0,621,13282.917313
37.0,58,13286.736162
37.0,58,13290.632193
244.0,404,13324.106626
141.0,293,13348.043469
106.0,132,13358.342653
53.0,59,13363.553087
332.0,716,13426.128373
303.0,548,13472.868068
48.0,59,13476.852379
263.0,352,13505.138986
97.0,137,13516.308104
66.0,128,13525.60553
260.0,385,13558.989727
122.0,153,13570.57935
1.0,20,13570.593852
191.0,245,13591.551792
136.0,205,13608.937408
62.0,61,13614.066591
53.0,80,13618.636223
188.0,328,13646.530628
75.0,99,13654.062372
77.0,104,13661.475242
121.0,174,13674.793172
37.0,70,13678.104534
199.0,306,13702.870162
214.0,413,13738.298514
134.0,236,13757.51041
141.0,231,13775.187628
359.0,595,13824.564688
110.0,124,13834.416388
86.0,114,13841.75544
297.0,522,13886.188082
282.0,543,13932.772099
349.0,643,13987.395112
370.0,589,14038.027037
289.0,473,14078.007613
27.0,32,14080.487696
91.0,124,14089.535625
187.0,376,14123.772177
276.0,391,14161.020099
283.0,528,14218.01692
263.0,442,14261.012003
138.0,232,14291.558937
138.0,310,14326.333142
167.0,311,14351.527527
1.0,18,14351.540154
52.0,60,14356.128277
2.0,67,14359.56496
333.0,648,14414.383097
327.0,586,14464.038993
133.0,242,14484.201722
104.0,143,14494.978662
134.0,182,14509.300529
322.0,599,14557.661365
1.0,23,14557.678766
33.0,34,14560.471106
345.0,488,14600.96592
28.0,39,14603.408819
1.0,25,14603.428327
283.0,512,14646.11541
279.0,570,14691.964327
168.0,416,14726.126996
116.0,166,14738.543194
353.0,701,14795.682005
398.0,655,14848.976469
121.0,208,14865.257034
278.0,469,14903.99081
73.0,119,14913.735397
273.0,550,14959.031241
23.0,68,14962.471255
1.0,16,14962.482659
272.0,470,15000.946176
137.0,300,15025.763722
1.0,20,15025.778241
41.0,63,15030.354363
81.0,93,15037.845115
138.0,289,15059.960895
113.0,155,15071.619354
277.0,547,15115.247792
110.0,200,15129.496393
352.0,910,15204.075893
4.0,16,15204.921829
267.0,487,15244.7304
282.0,655,15297.408608
428.0,752,15360.662349
27.0,51,15362.855004
270.0,520,15405.077307
129.0,204,15420.594031
131.0,200,15435.194874
299.0,737,15495.461036
293.0,527,15539.333851
103.0,155,15550.118854
139.0,233,15569.06161
109.0,218,15585.955927
71.0,109,15593.800856
124.0,158,15606.43387
33.0,41,15609.387928
25.0,51,15611.431135
75.0,77,15617.615822
288.0,440,15654.186473
252.0,374,15684.478489
279.0,414,15717.902791
10.0,37,15718.689579
240.0,336,15745.238074
119.0,143,15756.477974
130.0,180,15770.728943
108.0,202,15787.046633
223.0,414,15820.577244
264.0,581,15867.61996
8.0,20,15868.399405
281.0,463,15906.573698
1.0,15,15906.586334
222.0,305,15931.567741
124.0,155,15943.719684
22.0,42,15945.515707
127.0,191,15961.245484
1.0,16,15961.257943
412.0,675,16017.143805
276.0,485,16055.860127
394.0,648,16108.070405
306.0,499,16148.428158
2.0,22,16148.914297
2.0,16,16149.166527
9.0,27,16150.484711
120.0,151,16162.434592
255.0,498,16202.666281
141.0,252,16222.574003
123.0,216,16239.863054
137.0,306,16265.286545
1.0,20,16265.301056
93.0,116,16274.798686
119.0,170,16287.080509
33.0,58,16291.691673
148.0,403,16324.197076
249.0,446,16360.378679
288.0,753,16421.90353
261.0,382,16451.701777
239.0,372,16481.903252
67.0,109,16490.892776
134.0,230,16507.853812
70.0,95,16514.951967
137.0,187,16529.163477
105.0,152,16540.120853
138.0,211,16557.219157
120.0,168,16569.832451
324.0,558,16615.348398
218.0,309,16640.051226
120.0,142,16652.011377
74.0,89,16659.130953
127.0,167,16672.783952
140.0,284,16695.80004
101.0,130,16706.55267
125.0,172,16719.2425
2.0,25,16719.298992
281.0,563,16766.059886
135.0,242,16785.670465
315.0,530,16830.086818
125.0,165,16843.869984
430.0,889,16917.905313
112.0,178,16932.538615
70.0,96,16937.987529
39.0,55,16942.022546
130.0,234,16960.98385
1.0,29,16961.005067
81.0,96,16968.889958
64.0,96,16974.682966
403.0,712,17031.903804
1.0,21,17031.918423
134.0,187,17046.820952
297.0,602,17095.063583
127.0,192,17108.540685
140.0,254,17129.526372
135.0,187,17144.817281
141.0,622,17196.35959
260.0,424,17230.329189
235.0,316,17256.141938
389.0,616,17306.331698
321.0,641,17359.542535
115.0,153,17371.790231
141.0,284,17393.827374
1.0,21,17393.842497
95.0,103,17402.063614
271.0,524,17443.975555
270.0,389,17476.214979
130.0,282,17498.751422
140.0,225,17515.855298
407.0,677,17570.58004
170.0,293,17593.631652
130.0,191,17608.18557
129.0,212,17624.454988
1.0,10,17624.46265
2.0,21,17624.514249
68.0,138,17635.428584
140.0,281,17658.511471
17.0,48,17661.239712
41.0,42,17664.772371
122.0,154,17676.996207
119.0,164,17688.357931
130.0,203,17704.145554
138.0,204,17719.159105
392.0,618,17768.995823
95.0,130,17777.761231
228.0,432,17812.745374
134.0,196,17828.932104
